,1% Greedy,5% Greedy,BBB,Greedy
1086,1655,1965,2830,2020
1087,1655,1965,2830,2020
1088,1655,1965,2830,2020
1089,1655,1965,2830,2020
1090,1655,1965,2830,2020
1091,1660,1970,2835,2025
1092,1665,1975,2840,2030
1093,1665,1975,2840,2030
1094,1665,1975,2845,2030
1095,1665,1975,2845,2030
1096,1665,1975,2845,2030
1097,1665,1975,2845,2030
1098,1665,1975,2850,2030
1099,1665,1975,2850,2030
1100,1665,1975,2850,2030
1101,1665,1975,2855,2030
1102,1665,1975,2855,2030
1103,1665,1975,2855,2030
1104,1665,1975,2860,2030
1105,1665,1975,2865,2030
1106,1665,1975,2865,2030
1107,1665,1975,2865,2030
1108,1665,1975,2865,2030
1109,1670,1980,2870,2035
1110,1670,1980,2875,2035
1111,1670,1980,2880,2035
1112,1670,1980,2880,2035
1113,1675,1985,2885,2040
1114,1675,1985,2885,2040
1115,1675,1985,2885,2040
1116,1675,1985,2890,2040
1117,1675,1985,2890,2040
1118,1675,1985,2890,2040
1119,1675,1985,2895,2040
1120,1675,1985,2900,2040
1121,1675,1985,2900,2040
1122,1675,1985,2900,2040
1123,1675,1985,2905,2040
1124,1680,1990,2910,2045
1125,1685,1995,2915,2050
1126,1685,1995,2915,2050
1127,1685,1995,2920,2050
1128,1685,1995,2925,2050
1129,1685,1995,2930,2050
1130,1685,1995,2930,2050
1131,1685,1995,2935,2050
1132,1685,1995,2940,2050
1133,1685,1995,2940,2050
1134,1685,1995,2945,2050
1135,1685,1995,2950,2050
1136,1685,1995,2955,2050
1137,1685,1995,2955,2050
1138,1685,1995,2955,2050
1139,1685,1995,2960,2050
1140,1685,1995,2965,2050
1141,1685,1995,2970,2050
1142,1685,1995,2970,2050
1143,1685,1995,2970,2050
1144,1685,1995,2975,2050
1145,1685,1995,2975,2050
1146,1685,1995,2975,2050
1147,1685,1995,2975,2050
1148,1685,1995,2980,2050
1149,1685,1995,2985,2050
1150,1685,1995,2985,2050
1151,1685,1995,2985,2050
1152,1685,1995,2990,2050
1153,1690,2000,2995,2055
1154,1690,2000,2995,2055
1155,1690,2000,2995,2055
1156,1690,2000,3000,2055
1157,1690,2000,3000,2055
1158,1690,2000,3005,2055
1159,1690,2000,3005,2055
1160,1690,2000,3010,2055
1161,1690,2000,3015,2055
1162,1690,2000,3020,2060
1163,1690,2000,3020,2060
1164,1690,2000,3020,2060
1165,1695,2005,3025,2065
1166,1695,2005,3030,2065
1167,1695,2005,3035,2065
1168,1695,2005,3040,2065
1169,1695,2005,3040,2065
1170,1695,2005,3045,2065
1171,1700,2010,3050,2070
1172,1700,2010,3055,2070
1173,1700,2010,3055,2070
1174,1700,2010,3055,2070
1175,1700,2010,3060,2070
1176,1700,2010,3060,2070
1177,1700,2010,3060,2070
1178,1705,2015,3065,2075
1179,1705,2015,3065,2075
1180,1705,2015,3065,2075
1181,1705,2015,3065,2075
1182,1710,2020,3070,2080
1183,1710,2020,3070,2080
1184,1710,2020,3070,2080
1185,1710,2020,3070,2080
1186,1710,2020,3075,2080
1187,1710,2020,3080,2080
1188,1710,2020,3080,2080
1189,1710,2020,3080,2080
1190,1710,2020,3085,2080
1191,1710,2020,3085,2080
1192,1710,2020,3090,2080
1193,1710,2020,3095,2080
1194,1710,2020,3095,2080
1195,1710,2020,3095,2080
1196,1710,2020,3095,2080
1197,1710,2020,3095,2080
1198,1710,2020,3100,2080
1199,1710,2020,3105,2080
1200,1710,2020,3105,2080
1201,1710,2020,3110,2080
1202,1710,2020,3110,2080
1203,1710,2025,3115,2080
1204,1710,2025,3120,2080
1205,1710,2025,3120,2080
1206,1710,2025,3120,2080
1207,1710,2025,3125,2080
1208,1710,2025,3125,2080
1209,1710,2025,3125,2080
1210,1710,2025,3130,2080
1211,1710,2025,3130,2080
1212,1710,2025,3135,2080
1213,1710,2025,3140,2080
1214,1710,2025,3140,2080
1215,1715,2030,3145,2085
1216,1715,2030,3150,2085
1217,1715,2030,3150,2085
1218,1715,2030,3155,2085
1219,1715,2030,3155,2085
1220,1715,2030,3160,2085
1221,1715,2030,3160,2085
1222,1715,2030,3165,2085
1223,1715,2035,3170,2090
1224,1715,2035,3175,2090
1225,1715,2035,3175,2090
1226,1715,2035,3175,2090
1227,1715,2035,3180,2090
1228,1715,2035,3180,2090
1229,1715,2035,3180,2090
1230,1715,2035,3185,2090
1231,1715,2035,3190,2095
1232,1715,2035,3195,2095
1233,1715,2035,3195,2095
1234,1715,2035,3200,2095
1235,1715,2035,3205,2095
1236,1715,2035,3205,2095
1237,1715,2035,3205,2095
1238,1715,2035,3205,2095
1239,1715,2035,3205,2095
1240,1715,2035,3210,2095
1241,1715,2035,3215,2095
1242,1715,2035,3215,2095
1243,1715,2035,3215,2095
1244,1715,2035,3215,2095
1245,1715,2035,3215,2095
1246,1715,2035,3220,2095
1247,1715,2035,3225,2095
1248,1715,2035,3225,2095
1249,1720,2040,3230,2100
1250,1720,2040,3235,2100
1251,1720,2040,3235,2100
1252,1720,2040,3235,2100
1253,1720,2040,3240,2100
1254,1720,2040,3240,2100
1255,1720,2040,3240,2100
1256,1720,2040,3240,2100
1257,1720,2040,3245,2100
1258,1720,2040,3245,2100
1259,1720,2040,3245,2100
1260,1720,2040,3250,2100
1261,1720,2040,3250,2100
1262,1720,2040,3250,2100
1263,1720,2040,3250,2100
1264,1720,2040,3255,2100
1265,1720,2040,3260,2100
1266,1720,2040,3265,2100
1267,1720,2040,3265,2100
1268,1720,2040,3265,2100
1269,1720,2040,3270,2100
1270,1720,2040,3270,2100
1271,1720,2040,3270,2100
1272,1720,2040,3275,2100
1273,1720,2040,3280,2100
1274,1720,2040,3285,2100
1275,1720,2040,3290,2100
1276,1720,2040,3295,2100
1277,1720,2040,3295,2100
1278,1720,2040,3300,2100
1279,1720,2040,3300,2100
1280,1720,2040,3300,2100
1281,1720,2040,3305,2100
1282,1725,2045,3310,2105
1283,1725,2045,3310,2105
1284,1725,2045,3310,2105
1285,1725,2045,3310,2105
1286,1725,2045,3310,2105
1287,1725,2045,3310,2105
1288,1725,2045,3310,2105
1289,1730,2050,3315,2110
1290,1730,2050,3315,2110
1291,1735,2055,3320,2115
1292,1735,2055,3320,2115
1293,1735,2055,3320,2115
1294,1735,2055,3325,2115
1295,1735,2055,3330,2115
1296,1735,2055,3335,2115
1297,1735,2055,3340,2115
1298,1735,2055,3345,2115
1299,1735,2055,3350,2115
1300,1735,2055,3355,2115
1301,1740,2060,3360,2120
1302,1740,2060,3360,2120
1303,1740,2060,3365,2120
1304,1740,2060,3365,2120
1305,1740,2060,3365,2120
1306,1740,2060,3370,2120
1307,1740,2060,3370,2120
1308,1745,2065,3375,2125
1309,1745,2065,3375,2125
1310,1745,2065,3380,2125
1311,1745,2065,3380,2125
1312,1745,2065,3385,2125
1313,1745,2065,3385,2125
1314,1745,2065,3385,2125
1315,1745,2065,3385,2125
1316,1745,2065,3390,2125
1317,1745,2065,3395,2125
1318,1745,2065,3400,2125
1319,1745,2065,3400,2125
1320,1745,2065,3400,2125
1321,1745,2065,3405,2125
1322,1750,2070,3410,2130
1323,1750,2070,3410,2130
1324,1750,2070,3410,2130
1325,1750,2070,3415,2130
1326,1750,2070,3420,2130
1327,1750,2070,3425,2130
1328,1750,2070,3425,2130
1329,1750,2070,3425,2130
1330,1750,2070,3430,2130
1331,1750,2070,3435,2130
1332,1750,2070,3440,2130
1333,1750,2070,3440,2130
1334,1750,2070,3440,2130
1335,1750,2070,3440,2130
1336,1750,2070,3440,2130
1337,1755,2075,3445,2135
1338,1755,2075,3450,2135
1339,1755,2075,3450,2135
1340,1755,2075,3455,2135
1341,1755,2075,3455,2135
1342,1755,2075,3455,2135
1343,1755,2075,3455,2135
1344,1760,2075,3460,2135
1345,1760,2075,3465,2135
1346,1760,2075,3465,2135
1347,1760,2075,3465,2135
1348,1760,2075,3465,2135
1349,1760,2075,3465,2135
1350,1760,2075,3470,2135
1351,1760,2075,3475,2135
1352,1760,2075,3475,2135
1353,1760,2075,3475,2135
1354,1765,2080,3480,2140
1355,1765,2080,3480,2140
1356,1765,2080,3480,2140
1357,1765,2080,3480,2140
1358,1765,2080,3485,2140
1359,1765,2080,3485,2140
1360,1765,2080,3490,2140
1361,1765,2080,3495,2140
1362,1770,2080,3500,2145
1363,1770,2080,3500,2145
1364,1775,2085,3505,2150
1365,1780,2090,3510,2155
1366,1780,2090,3515,2155
1367,1780,2090,3515,2155
1368,1780,2090,3515,2155
1369,1780,2090,3515,2155
1370,1780,2090,3520,2155
1371,1780,2090,3525,2155
1372,1780,2090,3530,2155
1373,1780,2090,3530,2155
1374,1780,2090,3530,2155
1375,1780,2090,3535,2155
1376,1785,2095,3540,2160
1377,1790,2100,3545,2165
1378,1790,2100,3545,2165
1379,1790,2100,3545,2165
1380,1790,2100,3545,2165
1381,1790,2100,3545,2165
1382,1790,2100,3545,2165
1383,1790,2100,3550,2165
1384,1790,2100,3550,2165
1385,1795,2105,3555,2170
1386,1795,2105,3555,2170
1387,1795,2105,3555,2170
1388,1795,2105,3555,2170
1389,1795,2105,3555,2170
1390,1795,2105,3555,2170
1391,1795,2105,3555,2170
1392,1800,2110,3560,2175
1393,1800,2110,3560,2175
1394,1800,2110,3560,2175
1395,1800,2110,3565,2175
1396,1800,2110,3565,2175
1397,1800,2110,3570,2175
1398,1800,2110,3575,2175
1399,1800,2110,3580,2175
1400,1800,2110,3580,2175
1401,1800,2110,3580,2175
1402,1800,2110,3580,2175
1403,1800,2110,3585,2175
1404,1800,2110,3585,2175
1405,1800,2110,3590,2175
1406,1800,2110,3595,2175
1407,1800,2110,3600,2175
1408,1800,2110,3600,2175
1409,1805,2110,3605,2175
1410,1805,2110,3605,2175
1411,1810,2115,3610,2180
1412,1815,2120,3615,2185
1413,1815,2120,3615,2185
1414,1815,2120,3615,2185
1415,1815,2120,3615,2185
1416,1815,2120,3615,2185
1417,1815,2125,3620,2185
1418,1815,2125,3620,2185
1419,1815,2125,3625,2185
1420,1815,2125,3630,2185
1421,1815,2125,3630,2185
1422,1815,2125,3635,2185
1423,1815,2125,3640,2185
1424,1815,2125,3645,2185
1425,1815,2125,3650,2185
1426,1815,2125,3655,2185
1427,1815,2125,3655,2185
1428,1815,2125,3655,2185
1429,1815,2125,3660,2185
1430,1815,2125,3665,2185
1431,1815,2125,3665,2185
1432,1815,2125,3670,2185
1433,1815,2125,3675,2185
1434,1820,2130,3680,2190
1435,1820,2130,3685,2190
1436,1820,2130,3690,2190
1437,1825,2135,3695,2195
1438,1825,2135,3700,2195
1439,1825,2135,3705,2195
1440,1825,2135,3705,2195
1441,1825,2135,3710,2195
1442,1830,2140,3715,2200
1443,1830,2140,3720,2200
1444,1830,2140,3725,2200
1445,1830,2140,3730,2200
1446,1830,2140,3730,2200
1447,1830,2140,3730,2200
1448,1830,2140,3735,2200
1449,1830,2140,3735,2200
1450,1830,2140,3735,2200
1451,1830,2140,3740,2200
1452,1830,2175,3740,2200
1453,1830,2175,3745,2200
1454,1830,2175,3745,2200
1455,1830,2175,3745,2200
1456,1830,2175,3745,2200
1457,1830,2175,3745,2200
1458,1830,2175,3745,2200
1459,1830,2175,3745,2200
1460,1835,2180,3750,2205
1461,1840,2185,3755,2210
1462,1840,2185,3760,2210
1463,1840,2185,3760,2210
1464,1840,2185,3765,2210
1465,1840,2185,3770,2210
1466,1840,2185,3775,2210
1467,1840,2185,3780,2210
1468,1840,2185,3785,2210
1469,1845,2190,3790,2215
1470,1845,2190,3790,2215
1471,1845,2190,3795,2215
1472,1845,2190,3800,2215
1473,1845,2190,3800,2215
1474,1845,2190,3805,2215
1475,1850,2190,3810,2220
1476,1850,2190,3810,2220
1477,1850,2190,3810,2220
1478,1850,2190,3815,2220
1479,1855,2195,3820,2225
1480,1855,2195,3820,2225
1481,1855,2195,3820,2225
1482,1855,2195,3820,2225
1483,1855,2195,3820,2225
1484,1860,2200,3825,2230
1485,1860,2205,3830,2230
1486,1860,2205,3830,2230
1487,1860,2205,3830,2230
1488,1860,2205,3830,2230
1489,1860,2205,3830,2230
1490,1860,2205,3835,2230
1491,1860,2205,3840,2230
1492,1860,2205,3840,2230
1493,1860,2205,3840,2230
1494,1860,2205,3840,2230
1495,1860,2205,3845,2230
1496,1860,2205,3850,2230
1497,1860,2205,3850,2230
1498,1860,2205,3855,2230
1499,1860,2205,3855,2230
1500,1860,2205,3860,2230
1501,1860,2205,3865,2230
1502,1860,2205,3870,2230
1503,1860,2205,3875,2230
1504,1860,2205,3880,2230
1505,1860,2205,3885,2230
1506,1860,2205,3885,2230
1507,1860,2205,3885,2230
1508,1860,2205,3890,2230
1509,1860,2205,3890,2230
1510,1860,2205,3890,2230
1511,1860,2205,3890,2230
1512,1865,2205,3895,2235
1513,1865,2205,3900,2235
1514,1865,2205,3900,2235
1515,1865,2205,3900,2235
1516,1865,2205,3905,2235
1517,1865,2205,3905,2235
1518,1865,2205,3905,2235
1519,1865,2205,3905,2235
1520,1865,2205,3905,2235
1521,1865,2205,3910,2235
1522,1870,2205,3915,2240
1523,1875,2210,3920,2245
1524,1875,2210,3920,2245
1525,1875,2210,3920,2245
1526,1875,2210,3920,2245
1527,1875,2210,3925,2245
1528,1875,2210,3930,2245
1529,1875,2210,3935,2245
1530,1880,2215,3940,2250
1531,1880,2215,3940,2250
1532,1880,2215,3940,2250
1533,1880,2215,3940,2250
1534,1880,2215,3945,2250
1535,1880,2215,3950,2250
1536,1880,2215,3955,2250
1537,1880,2215,3955,2250
1538,1880,2215,3960,2250
1539,1880,2215,3965,2250
1540,1880,2215,3965,2250
1541,1885,2220,3970,2255
1542,1890,2225,3975,2260
1543,1890,2225,3975,2260
1544,1890,2225,3980,2260
1545,1890,2225,3980,2260
1546,1890,2225,3985,2260
1547,1890,2225,3990,2260
1548,1890,2225,3990,2260
1549,1890,2225,3995,2260
1550,1890,2225,3995,2260
1551,1895,2230,4000,2265
1552,1895,2230,4005,2265
1553,1895,2230,4005,2265
1554,1895,2230,4010,2265
1555,1895,2230,4010,2265
1556,1895,2230,4010,2265
1557,1895,2230,4015,2265
1558,1895,2230,4020,2265
1559,1895,2230,4020,2265
1560,1895,2230,4020,2265
1561,1895,2230,4025,2265
1562,1895,2230,4025,2265
1563,1900,2235,4030,2270
1564,1900,2235,4035,2270
1565,1900,2235,4040,2270
1566,1900,2235,4040,2270
1567,1900,2235,4045,2270
1568,1900,2235,4050,2270
1569,1900,2235,4050,2270
1570,1900,2235,4050,2270
1571,1900,2235,4050,2270
1572,1900,2235,4055,2270
1573,1900,2235,4060,2270
1574,1900,2235,4065,2270
1575,1900,2235,4065,2270
1576,1900,2235,4065,2270
1577,1900,2235,4065,2270
1578,1900,2235,4065,2270
1579,1900,2235,4065,2270
1580,1900,2235,4065,2270
1581,1905,2240,4070,2270
1582,1905,2240,4075,2270
1583,1910,2245,4080,2275
1584,1910,2245,4085,2275
1585,1910,2245,4085,2275
1586,1910,2245,4085,2275
1587,1910,2245,4090,2275
1588,1910,2245,4095,2275
1589,1915,2250,4100,2280
1590,1915,2250,4100,2280
1591,1915,2250,4100,2280
1592,1915,2250,4100,2280
1593,1915,2250,4100,2280
1594,1915,2250,4100,2280
1595,1915,2250,4100,2280
1596,1915,2250,4100,2280
1597,1915,2250,4105,2280
1598,1915,2250,4105,2280
1599,1915,2250,4110,2280
1600,1915,2250,4110,2280
1601,1915,2250,4110,2280
1602,1915,2250,4115,2280
1603,1915,2250,4120,2280
1604,1915,2250,4120,2280
1605,1915,2250,4125,2280
1606,1915,2250,4125,2280
1607,1915,2250,4125,2280
1608,1915,2250,4130,2280
1609,1915,2250,4135,2280
1610,1915,2250,4135,2280
1611,1915,2250,4140,2280
1612,1915,2250,4140,2280
1613,1915,2250,4140,2280
1614,1915,2250,4145,2280
1615,1915,2250,4150,2280
1616,1915,2250,4155,2280
1617,1915,2250,4155,2280
1618,1920,2255,4160,2285
1619,1920,2255,4160,2285
1620,1920,2255,4165,2285
1621,1925,2260,4170,2290
1622,1925,2260,4170,2290
1623,1925,2260,4175,2290
1624,1925,2260,4180,2290
1625,1925,2260,4180,2290
1626,1925,2260,4180,2290
1627,1925,2260,4180,2290
1628,1925,2260,4180,2290
1629,1925,2260,4180,2290
1630,1925,2260,4185,2290
1631,1925,2260,4190,2290
1632,1925,2260,4195,2290
1633,1925,2260,4195,2290
1634,1925,2260,4200,2290
1635,1925,2260,4205,2290
1636,1925,2260,4210,2295
1637,1925,2260,4210,2295
1638,1925,2260,4210,2295
1639,1925,2260,4210,2295
1640,1925,2260,4210,2295
1641,1930,2265,4215,2300
1642,1930,2265,4215,2300
1643,1935,2270,4220,2305
1644,1940,2275,4225,2310
1645,1940,2275,4225,2310
1646,1940,2275,4225,2310
1647,1940,2275,4225,2310
1648,1940,2275,4230,2310
1649,1940,2275,4230,2310
1650,1945,2280,4235,2315
1651,1945,2280,4240,2315
1652,1945,2280,4240,2315
1653,1945,2280,4240,2315
1654,1945,2280,4240,2315
1655,1945,2280,4245,2315
1656,1945,2280,4250,2315
1657,1945,2280,4255,2315
1658,1945,2280,4260,2315
1659,1945,2280,4265,2315
1660,1945,2280,4265,2315
1661,1945,2280,4270,2315
1662,1945,2285,4275,2320
1663,1945,2285,4280,2320
1664,1945,2285,4285,2320
1665,1945,2285,4290,2320
1666,1945,2285,4290,2320
1667,1945,2285,4295,2320
1668,1945,2285,4300,2320
1669,1945,2285,4300,2320
1670,1945,2285,4305,2320
1671,1945,2285,4305,2320
1672,1945,2285,4305,2320
1673,1945,2280,4305,2320
1674,1945,2280,4305,2320
1675,1945,2280,4305,2320
1676,1945,2280,4305,2320
1677,1945,2280,4305,2320
1678,1945,2280,4305,2320
1679,1945,2280,4305,2320
1680,1945,2285,4310,2320
1681,1945,2285,4315,2320
1682,1945,2285,4315,2320
1683,1945,2285,4320,2320
1684,1945,2285,4325,2320
1685,1945,2285,4325,2320
1686,1945,2285,4330,2320
1687,1945,2285,4330,2320
1688,1945,2285,4335,2320
1689,1945,2285,4335,2320
1690,1945,2285,4335,2320
1691,1945,2285,4335,2320
1692,1945,2285,4340,2320
1693,1945,2285,4340,2320
1694,1945,2285,4345,2320
1695,1945,2285,4345,2320
1696,1945,2285,4345,2320
1697,1950,2290,4350,2325
1698,1950,2290,4350,2325
1699,1950,2290,4350,2325
1700,1950,2290,4350,2325
1701,1950,2290,4355,2325
1702,1950,2290,4360,2325
1703,1950,2290,4365,2325
1704,1955,2295,4370,2330
1705,1955,2295,4370,2330
1706,1955,2295,4370,2330
1707,1960,2295,4375,2330
1708,1960,2295,4380,2330
1709,1960,2295,4380,2330
1710,1965,2295,4385,2335
1711,1965,2295,4385,2335
1712,1965,2295,4390,2335
1713,1970,2295,4395,2340
1714,1970,2295,4395,2340
1715,1970,2295,4395,2340
1716,1970,2295,4395,2340
1717,1970,2295,4395,2340
1718,1970,2295,4395,2340
1719,1970,2295,4400,2340
1720,1970,2295,4400,2340
1721,1970,2295,4405,2340
1722,1970,2295,4405,2340
1723,1970,2295,4405,2340
1724,1970,2295,4410,2340
1725,1970,2295,4415,2340
1726,1970,2295,4415,2340
1727,1975,2300,4420,2345
1728,1975,2300,4425,2345
1729,1975,2300,4430,2345
1730,1975,2300,4430,2345
1731,1975,2300,4430,2345
1732,1975,2300,4430,2345
1733,1975,2300,4430,2345
1734,1975,2300,4430,2345
1735,1975,2300,4430,2345
1736,1975,2300,4430,2345
1737,1975,2300,4435,2345
1738,1975,2300,4435,2345
1739,1975,2300,4440,2345
1740,1975,2300,4440,2345
1741,1975,2300,4445,2345
1742,1975,2300,4445,2345
1743,1975,2300,4450,2345
1744,1975,2300,4455,2345
1745,1975,2300,4455,2345
1746,1975,2300,4460,2345
1747,1975,2300,4460,2345
1748,1975,2300,4465,2345
1749,1980,2305,4470,2350
1750,1980,2305,4470,2350
1751,1980,2305,4475,2350
1752,1980,2305,4480,2350
1753,1980,2305,4480,2350
1754,1980,2305,4480,2350
1755,1980,2305,4480,2350
1756,1980,2305,4485,2355
1757,1980,2305,4490,2355
1758,1980,2305,4490,2355
1759,1980,2305,4495,2355
1760,1980,2305,4495,2355
1761,1980,2305,4495,2355
1762,1980,2305,4500,2355
1763,1985,2310,4505,2360
1764,1985,2310,4505,2360
1765,1985,2310,4505,2360
1766,1985,2310,4505,2360
1767,1985,2310,4505,2360
1768,1985,2310,4510,2360
1769,1990,2315,4515,2365
1770,1990,2315,4520,2365
1771,1990,2315,4525,2365
1772,1990,2315,4525,2365
1773,1990,2315,4530,2365
1774,1990,2315,4535,2365
1775,1990,2315,4535,2365
1776,1990,2315,4540,2365
1777,1990,2315,4540,2365
1778,1990,2315,4540,2365
1779,1990,2315,4545,2365
1780,1990,2315,4550,2370
1781,1990,2315,4555,2370
1782,1990,2315,4560,2370
1783,1990,2315,4560,2370
1784,1990,2315,4565,2370
1785,1990,2315,4570,2370
1786,1990,2315,4575,2370
1787,1995,2320,4580,2375
1788,1995,2320,4580,2375
1789,1995,2320,4585,2375
1790,1995,2320,4590,2375
1791,1995,2320,4590,2375
1792,1995,2320,4590,2375
1793,1995,2325,4595,2380
1794,1995,2325,4595,2380
1795,1995,2325,4595,2380
1796,1995,2325,4595,2380
1797,1995,2325,4595,2380
1798,1995,2325,4595,2380
1799,1995,2325,4600,2380
1800,1995,2325,4605,2380
1801,1995,2325,4610,2380
1802,1995,2325,4610,2380
1803,1995,2325,4615,2380
1804,1995,2325,4615,2380
1805,1995,2325,4615,2380
1806,1995,2325,4615,2380
1807,1995,2325,4620,2380
1808,1995,2325,4625,2380
1809,2000,2330,4630,2385
1810,2005,2335,4635,2390
1811,2005,2335,4635,2390
1812,2005,2335,4635,2390
1813,2005,2335,4635,2390
1814,2005,2335,4635,2390
1815,2005,2335,4640,2390
1816,2005,2335,4645,2390
1817,2005,2335,4650,2390
1818,2005,2335,4655,2390
1819,2005,2335,4655,2390
1820,2005,2335,4660,2390
1821,2005,2335,4660,2390
1822,2005,2335,4660,2390
1823,2005,2335,4660,2390
1824,2005,2335,4660,2390
1825,2005,2335,4660,2390
1826,2005,2340,4665,2395
1827,2005,2340,4670,2395
1828,2005,2340,4675,2395
1829,2005,2340,4675,2395
1830,2005,2340,4680,2395
1831,2010,2345,4685,2400
1832,2010,2345,4685,2400
1833,2010,2345,4690,2400
1834,2010,2345,4690,2400
1835,2010,2345,4690,2400
1836,2015,2350,4695,2405
1837,2015,2350,4700,2405
1838,2020,2355,4705,2410
1839,2020,2355,4705,2410
1840,2020,2355,4705,2410
1841,2020,2355,4710,2410
1842,2020,2355,4710,2410
1843,2020,2355,4715,2410
1844,2020,2355,4720,2410
1845,2020,2355,4725,2410
1846,2020,2355,4730,2410
1847,2020,2355,4730,2410
1848,2020,2355,4730,2410
1849,2025,2360,4735,2415
1850,2025,2360,4740,2415
1851,2025,2360,4745,2415
1852,2025,2360,4745,2415
1853,2025,2360,4750,2415
1854,2025,2360,4750,2415
1855,2025,2360,4750,2415
1856,2025,2360,4755,2415
1857,2025,2360,4755,2415
1858,2025,2360,4755,2415
1859,2025,2360,4755,2415
1860,2025,2360,4755,2415
1861,2025,2360,4760,2415
1862,2030,2365,4765,2420
1863,2030,2365,4765,2420
1864,2030,2365,4765,2420
1865,2030,2365,4765,2420
1866,2030,2365,4770,2420
1867,2030,2365,4775,2420
1868,2030,2365,4775,2420
1869,2030,2365,4775,2420
1870,2030,2365,4775,2420
1871,2035,2365,4780,2425
1872,2035,2365,4780,2425
1873,2035,2365,4785,2425
1874,2035,2365,4785,2425
1875,2035,2365,4785,2425
1876,2035,2365,4785,2425
1877,2035,2365,4790,2425
1878,2035,2365,4790,2425
1879,2035,2365,4790,2425
1880,2040,2370,4795,2430
1881,2040,2370,4800,2430
1882,2040,2370,4805,2430
1883,2040,2370,4810,2430
1884,2040,2370,4815,2430
1885,2040,2370,4815,2430
1886,2040,2370,4820,2430
1887,2045,2375,4825,2435
1888,2045,2375,4830,2435
1889,2045,2375,4835,2435
1890,2045,2375,4835,2435
1891,2045,2375,4835,2435
1892,2045,2375,4835,2435
1893,2045,2375,4835,2435
1894,2045,2375,4840,2435
1895,2050,2375,4845,2440
1896,2050,2375,4850,2440
1897,2050,2380,4855,2440
1898,2050,2380,4860,2440
1899,2050,2380,4860,2440
1900,2050,2380,4860,2440
1901,2050,2380,4860,2440
1902,2050,2380,4865,2440
1903,2050,2380,4865,2440
1904,2050,2380,4865,2440
1905,2050,2380,4870,2440
1906,2050,2380,4870,2440
