,5%Greedy_1 0.00001,5%Greedy_2 0.00001,5%Greedy_3 0.00001,5%Greedy_4 0.00001
41617,30555,29115,28185,27600
41618,30555,29115,28185,27605
41619,30555,29115,28185,27605
41620,30555,29115,28185,27605
41621,30555,29115,28185,27605
41622,30555,29115,28185,27600
41623,30555,29115,28185,27600
41624,30555,29115,28185,27600
41625,30555,29115,28185,27600
41626,30555,29115,28185,27600
41627,30555,29115,28185,27600
41628,30590,29115,28185,27600
41629,30590,29115,28185,27600
41630,30590,29115,28185,27600
41631,30590,29115,28185,27600
41632,30590,29115,28185,27600
41633,30625,29115,28185,27600
41634,30625,29115,28185,27600
41635,30630,29115,28185,27600
41636,30630,29115,28185,27600
41637,30630,29115,28185,27600
41638,30625,29115,28185,27595
41639,30625,29115,28185,27595
41640,30625,29115,28185,27595
41641,30625,29115,28185,27600
41642,30660,29115,28180,27600
41643,30660,29115,28180,27600
41644,30660,29115,28180,27600
41645,30660,29115,28180,27600
41646,30660,29115,28180,27600
41647,30660,29115,28180,27600
41648,30660,29115,28180,27600
41649,30660,29115,28180,27600
41650,30660,29115,28180,27600
41651,30660,29115,28180,27600
41652,30660,29115,28180,27600
41653,30660,29115,28180,27600
41654,30660,29115,28180,27600
41655,30660,29115,28180,27600
41656,30660,29115,28180,27600
41657,30660,29115,28180,27600
41658,30660,29115,28180,27600
41659,30660,29115,28180,27600
41660,30660,29115,28180,27600
41661,30660,29115,28180,27600
41662,30660,29115,28180,27600
41663,30660,29115,28180,27635
41664,30660,29115,28175,27635
41665,30655,29115,28175,27635
41666,30655,29120,28175,27635
41667,30655,29120,28175,27635
41668,30655,29120,28175,27635
41669,30655,29120,28175,27635
41670,30655,29120,28175,27670
41671,30655,29155,28210,27670
41672,30655,29155,28210,27670
41673,30655,29155,28210,27670
41674,30655,29155,28210,27670
41675,30655,29155,28210,27670
41676,30655,29155,28210,27670
41677,30655,29155,28210,27670
41678,30655,29155,28210,27670
41679,30655,29155,28210,27670
41680,30655,29155,28210,27675
41681,30655,29150,28210,27675
41682,30650,29150,28210,27710
41683,30650,29150,28210,27710
41684,30650,29150,28210,27710
41685,30650,29150,28210,27710
41686,30650,29150,28210,27710
41687,30650,29150,28210,27710
41688,30650,29150,28210,27710
41689,30650,29150,28210,27710
41690,30650,29150,28210,27710
41691,30650,29150,28210,27710
41692,30650,29150,28210,27710
41693,30650,29150,28210,27745
41694,30650,29150,28210,27745
41695,30650,29150,28210,27745
41696,30650,29150,28210,27745
41697,30650,29150,28210,27745
41698,30650,29150,28210,27745
41699,30650,29150,28210,27745
41700,30650,29150,28210,27745
41701,30650,29150,28210,27745
41702,30650,29150,28210,27745
41703,30650,29150,28210,27745
41704,30650,29150,28210,27745
41705,30650,29150,28210,27745
41706,30650,29150,28210,27745
41707,30650,29150,28210,27745
41708,30650,29150,28210,27745
41709,30650,29150,28210,27745
41710,30650,29150,28215,27745
41711,30650,29150,28215,27745
41712,30650,29150,28215,27745
41713,30650,29150,28215,27745
41714,30655,29150,28215,27745
41715,30655,29150,28215,27745
41716,30650,29150,28250,27745
41717,30650,29150,28250,27745
41718,30650,29150,28250,27745
41719,30650,29150,28250,27745
41720,30650,29150,28250,27745
41721,30650,29150,28250,27745
41722,30650,29150,28250,27745
41723,30650,29150,28250,27745
41724,30650,29150,28250,27745
41725,30650,29150,28250,27745
41726,30650,29150,28250,27745
41727,30650,29150,28250,27745
41728,30650,29150,28250,27745
41729,30650,29150,28250,27745
41730,30650,29150,28250,27780
41731,30650,29150,28250,27780
41732,30650,29150,28250,27780
41733,30650,29150,28250,27780
41734,30650,29150,28250,27780
41735,30650,29150,28250,27780
41736,30650,29150,28250,27780
41737,30650,29150,28250,27780
41738,30650,29150,28250,27780
41739,30650,29150,28250,27780
41740,30650,29150,28250,27780
41741,30650,29150,28250,27780
41742,30650,29150,28250,27780
41743,30650,29150,28250,27780
41744,30650,29150,28250,27780
41745,30650,29150,28250,27780
41746,30650,29150,28250,27780
41747,30650,29150,28250,27780
41748,30650,29150,28250,27780
41749,30650,29150,28250,27780
41750,30650,29150,28250,27780
41751,30650,29150,28250,27780
41752,30650,29150,28250,27780
41753,30650,29150,28250,27780
41754,30650,29150,28250,27780
41755,30650,29150,28250,27780
41756,30650,29150,28250,27780
41757,30650,29150,28250,27780
41758,30685,29150,28250,27780
41759,30685,29185,28250,27780
41760,30685,29185,28250,27780
41761,30685,29220,28250,27815
41762,30685,29220,28285,27815
41763,30685,29220,28285,27815
41764,30685,29220,28285,27815
41765,30685,29220,28285,27815
41766,30685,29220,28285,27815
41767,30685,29220,28285,27815
41768,30685,29220,28285,27815
41769,30685,29220,28285,27815
41770,30685,29220,28285,27815
41771,30685,29220,28285,27815
41772,30685,29220,28285,27815
41773,30685,29220,28285,27815
41774,30685,29220,28285,27815
41775,30685,29220,28285,27815
41776,30685,29220,28285,27815
41777,30685,29220,28285,27815
41778,30685,29220,28285,27815
41779,30685,29220,28285,27815
41780,30685,29220,28285,27815
41781,30685,29220,28285,27815
41782,30690,29220,28285,27815
41783,30690,29220,28285,27815
41784,30690,29220,28285,27815
41785,30690,29220,28285,27815
41786,30690,29220,28285,27815
41787,30690,29220,28285,27815
41788,30690,29220,28285,27815
41789,30690,29220,28285,27815
41790,30690,29255,28285,27815
41791,30690,29255,28285,27815
41792,30690,29255,28285,27815
41793,30690,29255,28285,27815
41794,30725,29255,28285,27815
41795,30725,29255,28285,27815
41796,30725,29250,28285,27815
41797,30760,29250,28280,27815
41798,30760,29250,28280,27815
41799,30760,29250,28280,27815
41800,30760,29250,28280,27815
41801,30760,29250,28280,27815
41802,30795,29250,28280,27815
41803,30795,29250,28280,27815
41804,30795,29250,28280,27815
41805,30795,29250,28280,27815
41806,30795,29250,28280,27815
41807,30795,29250,28280,27815
41808,30795,29250,28280,27815
41809,30795,29250,28280,27815
41810,30795,29250,28280,27815
41811,30795,29250,28280,27815
41812,30795,29250,28280,27815
41813,30795,29250,28280,27815
41814,30795,29250,28280,27815
41815,30795,29250,28280,27815
41816,30795,29250,28280,27815
41817,30795,29250,28280,27815
41818,30795,29250,28280,27815
41819,30830,29250,28315,27815
41820,30830,29250,28315,27815
41821,30830,29250,28315,27820
41822,30825,29250,28310,27820
41823,30825,29250,28310,27820
41824,30825,29250,28345,27820
41825,30825,29250,28345,27820
41826,30825,29250,28345,27820
41827,30825,29250,28345,27820
41828,30860,29250,28345,27820
41829,30860,29250,28345,27820
41830,30860,29250,28380,27815
41831,30860,29250,28380,27815
41832,30860,29250,28380,27815
41833,30855,29250,28380,27815
41834,30855,29250,28380,27815
41835,30855,29250,28380,27815
41836,30855,29250,28380,27815
41837,30855,29250,28380,27815
41838,30855,29245,28380,27815
41839,30855,29245,28380,27815
41840,30855,29245,28380,27815
41841,30855,29245,28380,27815
41842,30855,29245,28380,27815
41843,30855,29245,28380,27815
41844,30855,29245,28415,27815
41845,30855,29245,28415,27815
41846,30855,29245,28415,27815
41847,30855,29245,28415,27815
41848,30855,29245,28415,27815
41849,30855,29245,28415,27815
41850,30855,29245,28415,27815
41851,30855,29245,28415,27815
41852,30855,29245,28415,27815
41853,30855,29250,28415,27815
41854,30855,29250,28415,27850
41855,30855,29250,28415,27850
41856,30855,29250,28415,27850
41857,30855,29250,28415,27850
41858,30855,29250,28415,27850
41859,30855,29250,28415,27850
41860,30855,29250,28415,27850
41861,30855,29250,28415,27850
41862,30855,29250,28415,27885
41863,30855,29250,28415,27885
41864,30855,29245,28415,27885
41865,30855,29245,28415,27885
41866,30855,29245,28415,27885
41867,30855,29245,28415,27885
41868,30850,29245,28415,27885
41869,30850,29245,28415,27885
41870,30850,29245,28415,27885
41871,30850,29245,28415,27885
41872,30855,29245,28415,27885
41873,30855,29245,28415,27885
41874,30855,29245,28415,27885
41875,30890,29245,28415,27885
41876,30890,29245,28415,27885
41877,30890,29245,28415,27885
41878,30890,29245,28415,27880
41879,30890,29245,28415,27880
41880,30890,29245,28415,27880
41881,30890,29245,28415,27880
41882,30890,29245,28415,27875
41883,30890,29245,28450,27875
41884,30890,29245,28450,27875
41885,30890,29245,28450,27875
41886,30890,29245,28450,27875
41887,30890,29245,28450,27875
41888,30890,29245,28450,27875
41889,30890,29245,28450,27875
41890,30890,29245,28445,27875
41891,30890,29245,28445,27875
41892,30890,29245,28445,27875
41893,30890,29245,28445,27875
41894,30890,29245,28445,27875
41895,30890,29245,28445,27875
41896,30890,29245,28445,27875
41897,30885,29245,28445,27875
41898,30885,29245,28445,27875
41899,30885,29245,28445,27875
41900,30885,29245,28445,27875
41901,30920,29245,28445,27875
41902,30920,29245,28445,27875
41903,30920,29245,28445,27910
41904,30920,29245,28445,27910
41905,30920,29245,28445,27910
41906,30955,29245,28445,27910
41907,30955,29245,28445,27910
41908,30955,29245,28440,27910
41909,30955,29245,28440,27910
41910,30955,29245,28440,27910
41911,30955,29245,28440,27910
41912,30955,29280,28435,27910
41913,30955,29280,28435,27910
41914,30955,29280,28435,27910
41915,30955,29280,28435,27910
41916,30955,29280,28435,27910
41917,30955,29280,28435,27945
41918,30955,29280,28435,27945
41919,30990,29280,28435,27945
41920,30985,29280,28435,27945
41921,30985,29280,28435,27945
41922,30985,29280,28435,27945
41923,30985,29275,28435,27945
41924,30985,29275,28435,27945
41925,30985,29275,28435,27945
41926,30985,29275,28435,27945
41927,30985,29275,28435,27945
41928,30985,29275,28435,27945
41929,30985,29275,28435,27945
41930,30985,29275,28435,27945
41931,30985,29275,28435,27945
41932,30985,29275,28435,27945
41933,30985,29275,28435,27945
41934,30985,29275,28435,27945
41935,30985,29275,28435,27945
41936,30985,29275,28435,27945
41937,30985,29275,28435,27945
41938,30985,29275,28435,27940
41939,30985,29275,28435,27940
41940,30985,29275,28435,27940
41941,30985,29275,28435,27940
41942,30985,29275,28435,27940
41943,30985,29275,28435,27940
41944,30985,29275,28435,27940
41945,30990,29275,28435,27940
41946,30990,29275,28470,27940
41947,30990,29275,28470,27940
41948,30985,29275,28470,27940
41949,30985,29275,28470,27940
41950,30985,29275,28470,27940
41951,30985,29275,28470,27940
41952,30985,29275,28470,27940
41953,30985,29275,28470,27940
41954,30985,29275,28470,27940
41955,30985,29275,28470,27940
41956,30985,29275,28475,27940
41957,30985,29275,28475,27940
41958,30985,29275,28475,27940
41959,30980,29275,28475,27940
41960,30980,29275,28475,27940
41961,30980,29275,28475,27940
41962,30980,29275,28475,27940
41963,30980,29275,28475,27940
41964,30980,29275,28475,27940
41965,30980,29275,28475,27940
41966,30980,29275,28475,27940
41967,30980,29275,28475,27940
41968,30975,29275,28475,27940
41969,30975,29275,28475,27940
41970,30975,29275,28475,27935
41971,30975,29275,28475,27935
41972,30975,29275,28475,27935
41973,30975,29275,28475,27935
41974,30975,29275,28475,27935
41975,30975,29275,28475,27935
41976,30975,29275,28475,27935
41977,30975,29275,28475,27935
41978,30975,29275,28475,27935
41979,30975,29275,28475,27935
41980,30975,29275,28475,27935
41981,30975,29275,28475,27935
41982,30975,29275,28475,27935
41983,30975,29275,28475,27935
41984,30975,29275,28475,27935
41985,30975,29280,28475,27935
41986,30975,29280,28475,27935
41987,30975,29280,28475,27935
41988,30975,29280,28475,27935
41989,30975,29275,28475,27935
41990,30975,29275,28475,27935
41991,30975,29275,28475,27935
41992,30975,29275,28475,27935
41993,30975,29275,28475,27935
41994,30975,29275,28475,27935
41995,31010,29310,28475,27935
41996,31010,29310,28475,27935
41997,31010,29310,28510,27935
41998,31010,29310,28510,27935
41999,31010,29310,28510,27935
42000,31010,29310,28510,27935
42001,31010,29310,28510,27970
42002,31005,29310,28545,27965
42003,31005,29310,28540,27965
42004,31005,29310,28540,27965
42005,31005,29310,28540,27965
42006,31005,29310,28540,27965
42007,31005,29310,28540,27965
42008,31005,29310,28540,27965
42009,31005,29310,28540,27965
42010,31005,29310,28540,27965
42011,31005,29310,28540,27965
42012,31005,29310,28540,27965
42013,31005,29310,28540,27965
42014,31005,29310,28540,27965
42015,31005,29310,28540,27965
42016,31005,29310,28540,27965
42017,31005,29305,28540,27965
42018,31005,29305,28540,27965
42019,31005,29305,28540,27965
42020,31005,29305,28540,27965
42021,31005,29305,28540,27965
42022,31005,29305,28540,27965
42023,31005,29305,28540,27965
42024,31005,29305,28540,27965
42025,31005,29305,28540,27970
42026,31005,29310,28540,27970
42027,31005,29310,28540,27970
42028,31005,29310,28575,27970
42029,31005,29310,28575,27970
42030,31005,29310,28575,27970
42031,31005,29310,28575,27970
42032,31005,29310,28575,27970
42033,31005,29310,28575,27970
42034,31005,29310,28575,27970
42035,31005,29310,28575,27970
42036,31005,29310,28575,27970
42037,31005,29310,28575,27970
42038,31005,29310,28575,27970
42039,31005,29310,28575,27970
42040,31005,29310,28575,27970
42041,31005,29310,28575,27970
42042,31005,29310,28575,27970
42043,31005,29310,28575,27970
42044,31005,29310,28575,27970
42045,31005,29310,28575,27970
42046,31005,29310,28575,27970
42047,31005,29310,28575,27975
42048,31005,29310,28575,27975
42049,31005,29310,28575,27970
42050,31005,29310,28575,27970
42051,31005,29310,28575,27965
42052,31005,29310,28575,27965
42053,31005,29310,28575,27965
42054,31005,29310,28575,27965
42055,31005,29310,28575,27965
42056,31005,29310,28575,27965
42057,31005,29310,28575,27965
42058,31005,29310,28575,27965
42059,31005,29310,28575,27965
42060,31005,29310,28580,27965
42061,31005,29310,28580,27965
42062,31005,29310,28580,27965
42063,31005,29310,28580,27965
42064,31005,29310,28580,27965
42065,31005,29310,28580,27965
42066,31000,29310,28580,27965
42067,31000,29310,28580,27965
42068,31000,29310,28580,27965
42069,31000,29310,28580,27965
42070,31000,29310,28580,27965
42071,31000,29310,28580,27965
42072,31000,29310,28580,27965
42073,31000,29310,28580,27965
42074,31000,29305,28580,27965
42075,31035,29300,28580,27965
42076,31035,29300,28580,27965
42077,31035,29300,28580,27965
42078,31035,29300,28580,27965
42079,31035,29300,28580,27965
42080,31035,29300,28580,27965
42081,31035,29300,28580,27960
42082,31035,29300,28580,27960
42083,31035,29300,28580,27960
42084,31040,29300,28580,27960
42085,31040,29300,28580,27955
42086,31040,29300,28580,27955
42087,31040,29300,28580,27955
42088,31040,29300,28580,27955
42089,31040,29300,28580,27955
42090,31040,29300,28580,27955
42091,31040,29300,28580,27955
42092,31040,29300,28580,27955
42093,31040,29300,28580,27955
42094,31040,29300,28580,27955
42095,31040,29300,28580,27955
42096,31040,29300,28580,27955
42097,31040,29300,28585,27955
42098,31040,29300,28585,27955
42099,31040,29300,28585,27955
42100,31040,29300,28585,27955
42101,31040,29300,28585,27955
42102,31040,29300,28585,27955
42103,31040,29305,28585,27955
42104,31040,29305,28585,27955
42105,31040,29305,28585,27955
42106,31040,29305,28585,27955
42107,31040,29305,28585,27955
42108,31040,29305,28585,27955
42109,31040,29305,28585,27955
42110,31040,29305,28585,27955
42111,31040,29305,28585,27955
42112,31040,29305,28585,27955
42113,31040,29305,28585,27955
42114,31040,29305,28590,27955
42115,31040,29305,28590,27955
42116,31040,29305,28590,27955
42117,31040,29305,28590,27955
42118,31040,29305,28590,27955
42119,31040,29305,28590,27955
42120,31040,29305,28590,27955
42121,31040,29305,28590,27955
42122,31045,29305,28590,27955
42123,31045,29305,28590,27955
42124,31045,29305,28595,27960
42125,31045,29305,28595,27960
42126,31045,29305,28595,27960
42127,31045,29305,28595,27960
42128,31045,29305,28595,27960
42129,31045,29305,28595,27960
42130,31045,29305,28595,27960
42131,31045,29305,28595,27965
42132,31045,29305,28595,27965
42133,31045,29305,28595,27965
42134,31045,29305,28595,27965
42135,31045,29300,28595,27965
42136,31045,29300,28595,27965
42137,31045,29300,28595,27965
42138,31045,29300,28595,27965
42139,31045,29300,28595,27965
42140,31045,29300,28595,27965
42141,31045,29300,28595,27965
42142,31045,29300,28595,27965
42143,31045,29300,28595,27965
42144,31045,29300,28595,27965
42145,31045,29300,28595,27965
42146,31045,29300,28595,27965
42147,31045,29300,28595,27965
42148,31045,29300,28595,27965
42149,31045,29305,28595,27965
42150,31045,29305,28595,27965
42151,31045,29305,28595,27965
42152,31045,29305,28595,27965
42153,31045,29305,28595,27960
42154,31045,29305,28595,27960
42155,31045,29305,28595,27960
42156,31045,29305,28595,27960
42157,31045,29305,28590,27960
42158,31045,29305,28590,27960
42159,31045,29305,28595,27960
42160,31045,29305,28595,27960
42161,31045,29305,28595,27960
42162,31045,29305,28595,27960
42163,31045,29305,28595,27960
42164,31045,29305,28595,27960
42165,31045,29305,28595,27960
42166,31045,29305,28595,27960
42167,31045,29305,28595,27960
42168,31045,29305,28595,27960
42169,31045,29305,28595,27960
42170,31045,29305,28595,27960
42171,31045,29305,28595,27960
42172,31045,29305,28595,27960
42173,31045,29305,28595,27960
42174,31045,29305,28595,27960
42175,31045,29305,28595,27960
42176,31045,29305,28595,27960
42177,31040,29305,28595,27960
42178,31040,29305,28595,27960
42179,31045,29305,28600,27960
42180,31045,29305,28600,27960
42181,31045,29305,28600,27960
42182,31045,29305,28600,27960
42183,31045,29305,28595,27960
42184,31045,29305,28590,27960
42185,31045,29305,28590,27960
42186,31045,29305,28590,27960
42187,31045,29305,28590,27960
