,5%Greedy_1 0.00001,5%Greedy_2 0.00001,5%Greedy_3 0.00001,5%Greedy_4 0.00001
40688,29680,28810,27305,26765
40689,29680,28810,27305,26765
40690,29680,28810,27305,26765
40691,29715,28810,27305,26765
40692,29715,28810,27305,26800
40693,29715,28810,27305,26800
40694,29715,28810,27340,26800
40695,29715,28810,27340,26800
40696,29715,28810,27340,26800
40697,29715,28810,27340,26800
40698,29715,28810,27340,26800
40699,29715,28810,27340,26800
40700,29715,28815,27340,26800
40701,29715,28815,27340,26800
40702,29715,28815,27340,26800
40703,29715,28815,27340,26800
40704,29715,28815,27340,26800
40705,29715,28815,27340,26800
40706,29715,28815,27340,26800
40707,29715,28815,27340,26800
40708,29715,28810,27340,26800
40709,29715,28810,27340,26800
40710,29715,28810,27340,26800
40711,29715,28810,27340,26800
40712,29715,28810,27340,26800
40713,29715,28810,27340,26800
40714,29715,28810,27340,26800
40715,29715,28810,27340,26800
40716,29750,28810,27340,26800
40717,29785,28810,27340,26800
40718,29790,28810,27340,26800
40719,29790,28810,27340,26800
40720,29790,28810,27340,26800
40721,29790,28810,27335,26800
40722,29790,28810,27335,26800
40723,29790,28810,27335,26800
40724,29790,28810,27335,26800
40725,29790,28810,27335,26800
40726,29790,28810,27335,26800
40727,29790,28810,27335,26800
40728,29790,28810,27335,26800
40729,29790,28810,27335,26800
40730,29790,28810,27335,26800
40731,29790,28810,27335,26835
40732,29790,28810,27335,26835
40733,29790,28810,27335,26835
40734,29790,28810,27335,26835
40735,29790,28810,27335,26835
40736,29790,28810,27335,26835
40737,29790,28810,27335,26835
40738,29790,28810,27330,26835
40739,29790,28810,27330,26835
40740,29790,28810,27330,26835
40741,29790,28805,27325,26835
40742,29790,28800,27360,26835
40743,29790,28800,27360,26835
40744,29790,28800,27360,26835
40745,29790,28800,27360,26835
40746,29790,28800,27360,26835
40747,29790,28800,27360,26835
40748,29790,28800,27360,26835
40749,29790,28800,27360,26835
40750,29790,28800,27360,26835
40751,29790,28800,27360,26835
40752,29790,28800,27360,26835
40753,29790,28800,27360,26835
40754,29790,28800,27360,26835
40755,29790,28800,27360,26835
40756,29825,28800,27360,26835
40757,29825,28800,27360,26835
40758,29825,28800,27360,26835
40759,29825,28800,27360,26835
40760,29825,28800,27360,26835
40761,29825,28800,27395,26835
40762,29825,28800,27395,26835
40763,29825,28800,27395,26835
40764,29825,28800,27395,26835
40765,29825,28800,27395,26835
40766,29825,28800,27395,26835
40767,29825,28800,27395,26835
40768,29825,28800,27395,26835
40769,29825,28800,27395,26835
40770,29825,28800,27430,26835
40771,29825,28795,27430,26835
40772,29825,28795,27430,26835
40773,29825,28800,27430,26835
40774,29825,28800,27430,26870
40775,29825,28800,27430,26870
40776,29825,28835,27430,26870
40777,29825,28835,27430,26870
40778,29825,28835,27430,26870
40779,29825,28835,27430,26870
40780,29825,28835,27430,26865
40781,29825,28835,27430,26870
40782,29825,28835,27430,26870
40783,29825,28835,27430,26870
40784,29825,28835,27430,26870
40785,29825,28835,27430,26870
40786,29825,28835,27430,26870
40787,29825,28835,27430,26870
40788,29825,28835,27430,26870
40789,29825,28835,27430,26870
40790,29825,28835,27430,26870
40791,29825,28835,27430,26870
40792,29825,28835,27430,26870
40793,29825,28835,27430,26870
40794,29825,28835,27430,26870
40795,29825,28835,27430,26870
40796,29825,28835,27430,26870
40797,29825,28835,27430,26870
40798,29825,28835,27430,26870
40799,29825,28835,27430,26870
40800,29825,28835,27430,26870
40801,29825,28835,27465,26870
40802,29830,28835,27465,26870
40803,29830,28835,27465,26870
40804,29830,28835,27465,26870
40805,29830,28835,27460,26870
40806,29830,28835,27460,26870
40807,29830,28835,27460,26870
40808,29830,28835,27460,26870
40809,29830,28835,27460,26870
40810,29830,28835,27460,26865
40811,29830,28835,27460,26865
40812,29830,28835,27460,26865
40813,29830,28835,27460,26865
40814,29830,28835,27460,26865
40815,29830,28835,27460,26865
40816,29830,28835,27460,26865
40817,29830,28835,27460,26865
40818,29830,28835,27460,26865
40819,29830,28835,27460,26865
40820,29830,28835,27460,26865
40821,29830,28835,27460,26860
40822,29830,28835,27455,26895
40823,29830,28835,27455,26895
40824,29830,28835,27455,26895
40825,29830,28835,27455,26895
40826,29830,28835,27455,26895
40827,29830,28835,27455,26895
40828,29830,28835,27455,26895
40829,29830,28840,27455,26895
40830,29830,28840,27455,26895
40831,29830,28840,27455,26895
40832,29830,28835,27455,26895
40833,29865,28835,27455,26895
40834,29865,28835,27455,26895
40835,29865,28835,27455,26895
40836,29865,28835,27455,26895
40837,29865,28835,27455,26895
40838,29865,28835,27455,26895
40839,29865,28835,27455,26895
40840,29865,28835,27455,26895
40841,29865,28835,27450,26895
40842,29865,28835,27450,26895
40843,29865,28835,27450,26895
40844,29865,28870,27450,26895
40845,29900,28870,27450,26895
40846,29900,28870,27450,26930
40847,29900,28870,27450,26930
40848,29900,28870,27485,26930
40849,29900,28870,27485,26930
40850,29935,28870,27485,26930
40851,29935,28870,27485,26930
40852,29935,28870,27485,26930
40853,29935,28870,27485,26930
40854,29935,28870,27485,26930
40855,29935,28870,27485,26930
40856,29935,28870,27485,26930
40857,29935,28870,27485,26930
40858,29935,28870,27485,26930
40859,29935,28870,27485,26930
40860,29935,28870,27485,26930
40861,29935,28870,27485,26930
40862,29935,28870,27485,26930
40863,29935,28870,27485,26930
40864,29935,28870,27480,26930
40865,29935,28870,27480,26930
40866,29935,28870,27475,26930
40867,29935,28870,27475,26930
40868,29935,28870,27475,26930
40869,29935,28870,27475,26930
40870,29930,28870,27475,26930
40871,29930,28905,27475,26930
40872,29965,28905,27475,26930
40873,29965,28905,27475,26930
40874,29965,28905,27475,26930
40875,29965,28905,27475,26930
40876,29965,28905,27475,26930
40877,29965,28905,27475,26930
40878,30000,28905,27475,26965
40879,30000,28905,27475,26965
40880,29995,28905,27510,26965
40881,29995,28905,27545,26965
40882,29995,28905,27545,27000
40883,29995,28905,27545,27000
40884,29995,28905,27545,27000
40885,29995,28905,27545,27000
40886,29995,28905,27545,27000
40887,29995,28905,27545,27000
40888,29995,28905,27545,27000
40889,29995,28905,27545,27000
40890,29995,28905,27545,27000
40891,29995,28905,27545,27000
40892,29995,28905,27545,27000
40893,29995,28905,27545,27000
40894,29995,28905,27545,26995
40895,29995,28905,27545,27000
40896,29995,28900,27545,27000
40897,29995,28900,27545,27035
40898,29995,28900,27545,27030
40899,29995,28900,27545,27030
40900,29995,28900,27545,27030
40901,29995,28900,27545,27030
40902,29995,28900,27545,27030
40903,29995,28900,27545,27030
40904,29995,28900,27540,27065
40905,29995,28900,27540,27065
40906,29995,28900,27540,27065
40907,29995,28900,27540,27065
40908,29995,28900,27540,27065
40909,29995,28900,27540,27065
40910,29995,28900,27540,27065
40911,29990,28900,27540,27065
40912,29990,28900,27540,27065
40913,29990,28900,27540,27065
40914,29990,28900,27540,27065
40915,29990,28900,27540,27065
40916,29990,28900,27540,27065
40917,29995,28900,27540,27065
40918,29995,28900,27540,27065
40919,29995,28900,27540,27065
40920,29995,28900,27540,27065
40921,29995,28900,27540,27065
40922,29995,28900,27540,27065
40923,29995,28900,27540,27065
40924,29990,28900,27540,27065
40925,29990,28900,27540,27065
40926,29990,28900,27540,27060
40927,29990,28900,27540,27060
40928,29990,28900,27540,27060
40929,29990,28900,27540,27060
40930,29990,28900,27540,27060
40931,29990,28900,27540,27060
40932,29990,28900,27540,27060
40933,29990,28900,27540,27060
40934,29990,28900,27540,27060
40935,29990,28900,27540,27060
40936,29990,28900,27545,27060
40937,29990,28900,27545,27060
40938,29990,28900,27545,27060
40939,29990,28900,27545,27060
40940,29990,28900,27545,27060
40941,29990,28900,27545,27060
40942,29990,28900,27545,27060
40943,29990,28900,27545,27060
40944,29990,28900,27545,27060
40945,29990,28900,27545,27060
40946,29990,28895,27545,27060
40947,29990,28895,27545,27060
40948,29990,28895,27550,27060
40949,29990,28895,27550,27060
40950,29990,28895,27550,27060
40951,29990,28895,27550,27060
40952,29990,28895,27550,27060
40953,29990,28895,27550,27055
40954,29995,28895,27550,27055
40955,29995,28895,27585,27055
40956,29995,28895,27585,27055
40957,29995,28895,27585,27055
40958,29995,28895,27585,27055
40959,29995,28895,27585,27055
40960,29990,28895,27585,27055
40961,29990,28895,27585,27055
40962,29990,28895,27585,27055
40963,29990,28895,27585,27055
40964,29990,28895,27585,27055
40965,29990,28895,27585,27055
40966,29990,28895,27585,27050
40967,29990,28895,27585,27050
40968,29990,28895,27585,27050
40969,29990,28895,27585,27050
40970,29990,28895,27585,27050
40971,29990,28895,27620,27050
40972,30025,28895,27620,27050
40973,30025,28895,27620,27050
40974,30025,28895,27620,27050
40975,30025,28895,27620,27050
40976,30025,28895,27620,27050
40977,30030,28895,27620,27050
40978,30030,28890,27620,27050
40979,30030,28885,27620,27050
40980,30030,28885,27620,27050
40981,30030,28885,27620,27055
40982,30030,28885,27620,27055
40983,30025,28885,27620,27055
40984,30025,28885,27620,27060
40985,30025,28885,27620,27060
40986,30025,28885,27620,27060
40987,30025,28885,27620,27060
40988,30020,28920,27620,27060
40989,30020,28920,27620,27060
40990,30020,28920,27620,27060
40991,30020,28920,27615,27060
40992,30020,28915,27615,27055
40993,30020,28915,27615,27055
40994,30020,28915,27650,27055
40995,30020,28915,27650,27055
40996,30020,28915,27650,27055
40997,30020,28915,27650,27055
40998,30020,28915,27650,27055
40999,30020,28915,27650,27055
41000,30020,28915,27650,27055
41001,30020,28915,27650,27055
41002,30020,28915,27650,27055
41003,30020,28950,27650,27055
41004,30020,28950,27650,27055
41005,30020,28950,27650,27055
41006,30020,28950,27650,27055
41007,30020,28950,27650,27055
41008,30020,28950,27650,27055
41009,30055,28950,27650,27055
41010,30055,28950,27650,27055
41011,30055,28950,27650,27055
41012,30055,28950,27650,27055
41013,30055,28950,27650,27055
41014,30055,28950,27650,27055
41015,30055,28950,27650,27055
41016,30055,28950,27650,27055
41017,30055,28950,27650,27055
41018,30055,28950,27650,27055
41019,30055,28950,27650,27055
41020,30055,28950,27650,27055
41021,30055,28950,27650,27055
41022,30055,28950,27650,27055
41023,30055,28950,27650,27055
41024,30055,28950,27650,27055
41025,30055,28950,27650,27055
41026,30055,28950,27650,27055
41027,30055,28950,27650,27055
41028,30055,28950,27650,27055
41029,30090,28950,27650,27055
41030,30090,28950,27650,27055
41031,30090,28950,27650,27055
41032,30090,28950,27650,27055
41033,30090,28950,27650,27055
41034,30125,28950,27650,27055
41035,30125,28950,27650,27055
41036,30125,28950,27655,27060
41037,30125,28950,27655,27060
41038,30125,28950,27655,27060
41039,30125,28950,27655,27060
41040,30125,28950,27655,27060
41041,30125,28950,27655,27060
41042,30120,28950,27655,27060
41043,30120,28950,27690,27060
41044,30120,28950,27690,27060
41045,30120,28950,27690,27060
41046,30120,28950,27690,27060
41047,30120,28950,27690,27060
41048,30115,28950,27690,27055
41049,30115,28950,27690,27055
41050,30115,28950,27690,27055
41051,30115,28950,27690,27055
41052,30115,28950,27690,27055
41053,30115,28950,27690,27055
41054,30115,28950,27725,27090
41055,30115,28950,27725,27090
41056,30115,28950,27725,27090
41057,30115,28950,27725,27090
41058,30150,28950,27725,27090
41059,30150,28950,27725,27090
41060,30150,28950,27725,27090
41061,30150,28950,27725,27090
41062,30150,28950,27725,27090
41063,30150,28950,27725,27090
41064,30150,28950,27725,27090
41065,30150,28950,27725,27090
41066,30150,28985,27725,27090
41067,30150,28985,27725,27090
41068,30150,28985,27725,27090
41069,30150,28985,27725,27090
41070,30150,28985,27725,27090
41071,30150,28985,27725,27090
41072,30150,28985,27725,27090
41073,30150,28985,27725,27090
41074,30150,28985,27725,27090
41075,30150,28985,27725,27090
41076,30150,28985,27725,27090
41077,30150,28985,27725,27090
41078,30150,28985,27725,27090
41079,30150,28985,27725,27090
41080,30150,28985,27725,27090
41081,30150,28985,27725,27090
41082,30150,28985,27725,27090
41083,30150,28985,27725,27090
41084,30150,28985,27725,27085
41085,30150,28985,27725,27085
41086,30150,28985,27725,27085
41087,30150,28985,27725,27085
41088,30150,28985,27725,27085
41089,30150,28985,27725,27085
41090,30150,28985,27725,27085
41091,30150,28985,27725,27085
41092,30150,28985,27725,27085
41093,30150,28985,27725,27085
41094,30150,28985,27725,27085
41095,30150,28985,27725,27085
41096,30150,28985,27725,27085
41097,30150,28985,27725,27085
41098,30150,28985,27725,27085
41099,30150,28985,27725,27120
41100,30150,28985,27725,27120
41101,30150,28985,27725,27120
41102,30150,28985,27725,27120
41103,30150,28985,27725,27120
41104,30150,28985,27725,27120
41105,30150,28985,27725,27120
41106,30150,28985,27725,27120
41107,30150,28985,27725,27120
41108,30150,28985,27725,27125
41109,30150,28985,27725,27125
41110,30150,28985,27725,27125
41111,30150,28985,27725,27125
41112,30150,28985,27725,27125
41113,30150,28985,27725,27160
41114,30150,28985,27725,27160
41115,30150,28985,27725,27160
41116,30150,28985,27725,27160
41117,30150,28985,27725,27160
41118,30150,28985,27725,27160
41119,30150,28985,27725,27160
41120,30150,28985,27725,27160
41121,30150,28985,27725,27160
41122,30150,28985,27725,27160
41123,30155,28985,27725,27160
41124,30155,28980,27725,27160
41125,30155,28980,27725,27160
41126,30155,28980,27725,27160
41127,30155,28980,27720,27160
41128,30155,28980,27720,27160
41129,30155,28980,27720,27160
41130,30155,28980,27720,27160
41131,30155,28980,27715,27160
41132,30155,28980,27715,27160
41133,30155,28980,27715,27160
41134,30155,28980,27715,27160
41135,30155,28980,27715,27160
41136,30155,28980,27715,27160
41137,30155,28980,27715,27160
41138,30155,28980,27715,27160
41139,30150,28980,27715,27160
41140,30150,28980,27715,27160
41141,30150,28980,27715,27160
41142,30150,28980,27715,27160
41143,30185,28980,27715,27160
41144,30185,28980,27715,27160
41145,30185,28980,27715,27160
41146,30190,28980,27715,27160
41147,30190,28980,27715,27160
41148,30190,28980,27715,27160
41149,30190,28980,27710,27160
41150,30190,28980,27710,27160
41151,30190,28980,27710,27160
41152,30190,28980,27710,27160
41153,30190,28980,27710,27160
41154,30185,28980,27710,27160
41155,30185,28980,27710,27160
41156,30185,28980,27710,27160
41157,30185,28980,27710,27160
41158,30185,28980,27710,27160
41159,30185,28980,27710,27160
41160,30185,28980,27710,27160
41161,30185,28980,27710,27160
41162,30185,28980,27710,27160
41163,30185,28980,27710,27160
41164,30185,28980,27710,27160
41165,30185,28980,27710,27160
41166,30185,28980,27710,27160
41167,30185,28980,27710,27160
41168,30185,28980,27710,27160
41169,30185,28980,27710,27160
41170,30185,28980,27710,27160
41171,30185,28980,27710,27160
41172,30185,28980,27710,27160
41173,30185,28980,27710,27160
41174,30185,28980,27710,27160
41175,30185,28980,27710,27160
41176,30185,28980,27710,27155
41177,30185,28980,27710,27190
41178,30185,28980,27710,27225
41179,30185,28980,27710,27260
41180,30185,28980,27710,27260
41181,30190,28980,27710,27260
41182,30190,28980,27710,27260
41183,30190,28980,27710,27260
41184,30190,28980,27710,27260
41185,30190,28975,27710,27260
41186,30190,28975,27710,27260
41187,30190,28975,27715,27260
41188,30190,28975,27715,27260
41189,30225,28975,27715,27260
41190,30225,28975,27715,27260
41191,30225,28975,27715,27260
41192,30225,28975,27715,27260
41193,30230,28975,27720,27265
41194,30230,28975,27720,27265
41195,30230,28975,27720,27265
41196,30230,28975,27720,27265
41197,30230,28975,27720,27265
41198,30230,28975,27715,27265
41199,30230,28975,27715,27265
41200,30230,28975,27715,27265
41201,30230,28975,27715,27265
41202,30265,28975,27715,27265
41203,30300,28975,27715,27265
41204,30300,28975,27715,27265
41205,30300,28975,27715,27260
41206,30300,28975,27715,27260
41207,30300,28975,27715,27260
41208,30300,28975,27715,27260
41209,30300,28975,27715,27260
41210,30300,28970,27710,27260
41211,30300,28970,27710,27260
41212,30300,28970,27710,27260
41213,30300,28970,27710,27260
41214,30300,28970,27710,27295
41215,30300,28970,27710,27330
41216,30300,28970,27710,27330
41217,30305,28970,27710,27330
41218,30305,28970,27710,27330
41219,30305,28970,27710,27330
41220,30305,28975,27710,27330
41221,30305,28975,27710,27330
41222,30305,28975,27710,27330
41223,30310,28975,27710,27330
41224,30310,28975,27710,27330
41225,30310,28975,27710,27330
41226,30310,28975,27710,27330
41227,30310,28975,27710,27330
41228,30310,28975,27710,27330
41229,30310,28975,27710,27330
41230,30310,28975,27710,27335
41231,30305,28975,27710,27335
41232,30305,28975,27710,27335
41233,30305,28975,27710,27335
41234,30305,28975,27745,27335
41235,30305,28975,27745,27335
41236,30305,28975,27745,27335
41237,30300,28975,27745,27335
41238,30300,28975,27780,27335
41239,30300,28975,27780,27335
41240,30300,28975,27780,27335
41241,30300,28975,27780,27335
41242,30300,28975,27780,27335
41243,30300,28975,27780,27335
41244,30300,28975,27780,27335
41245,30300,28975,27780,27335
41246,30335,28975,27780,27335
41247,30335,28975,27780,27335
41248,30335,28975,27780,27335
41249,30335,28975,27780,27335
41250,30335,28975,27780,27335
41251,30335,28975,27780,27335
41252,30335,28975,27780,27335
41253,30335,28975,27780,27335
41254,30340,28975,27780,27335
41255,30340,28975,27780,27335
41256,30335,28975,27815,27335
41257,30335,28975,27815,27335
41258,30335,28975,27850,27335
41259,30335,28970,27850,27330
41260,30335,28970,27850,27330
41261,30335,29005,27845,27330
41262,30335,29000,27840,27330
41263,30335,29000,27840,27330
41264,30335,29000,27840,27330
41265,30335,29000,27840,27330
41266,30335,29000,27840,27330
41267,30335,29000,27840,27330
41268,30335,28995,27840,27330
41269,30335,28995,27840,27330
41270,30335,28995,27840,27330
41271,30335,28995,27840,27330
41272,30335,28995,27840,27330
41273,30335,28995,27840,27330
41274,30335,28995,27840,27335
41275,30335,28995,27840,27335
41276,30335,28995,27840,27335
41277,30335,28995,27840,27335
41278,30335,28995,27840,27335
41279,30335,28995,27840,27335
41280,30335,28995,27840,27335
41281,30335,28995,27840,27335
41282,30335,28995,27840,27335
41283,30335,28995,27840,27335
41284,30335,28995,27840,27335
41285,30335,28995,27840,27335
41286,30335,28995,27840,27335
41287,30335,28995,27840,27335
41288,30335,28995,27840,27335
41289,30335,28995,27875,27330
41290,30335,28995,27910,27330
41291,30335,28995,27910,27330
41292,30335,28995,27905,27330
41293,30335,28995,27905,27330
41294,30335,28995,27905,27330
41295,30335,28995,27905,27330
41296,30335,28995,27905,27330
41297,30335,28995,27905,27330
41298,30335,28995,27905,27330
41299,30335,28995,27905,27330
41300,30335,28995,27905,27330
41301,30335,28995,27905,27330
41302,30370,28995,27905,27330
41303,30370,28995,27905,27330
41304,30370,29030,27905,27365
41305,30370,29030,27905,27365
41306,30370,29030,27905,27365
41307,30370,29030,27905,27365
41308,30370,29030,27905,27365
41309,30370,29030,27905,27365
41310,30370,29030,27905,27365
41311,30370,29030,27905,27365
41312,30370,29030,27905,27365
41313,30370,29030,27905,27365
41314,30370,29030,27905,27365
41315,30370,29030,27905,27365
41316,30370,29030,27900,27365
41317,30370,29030,27900,27365
41318,30370,29030,27900,27365
41319,30370,29030,27900,27370
41320,30370,29030,27900,27370
41321,30370,29030,27900,27370
41322,30370,29030,27900,27370
41323,30370,29030,27895,27370
41324,30370,29030,27895,27370
41325,30370,29030,27895,27370
41326,30370,29030,27895,27370
41327,30405,29030,27895,27370
41328,30405,29030,27895,27370
41329,30405,29025,27895,27370
41330,30405,29060,27895,27370
41331,30405,29060,27895,27375
41332,30405,29055,27895,27375
41333,30405,29055,27895,27375
41334,30400,29055,27895,27375
41335,30400,29055,27895,27375
41336,30400,29055,27895,27370
41337,30395,29055,27895,27370
41338,30395,29055,27895,27370
41339,30395,29055,27895,27370
41340,30395,29055,27895,27370
41341,30395,29055,27895,27370
41342,30395,29055,27895,27370
41343,30390,29055,27895,27370
41344,30390,29055,27895,27370
41345,30390,29055,27895,27370
41346,30390,29055,27895,27370
41347,30390,29055,27895,27370
41348,30390,29055,27895,27370
41349,30390,29055,27895,27370
41350,30390,29055,27895,27370
41351,30390,29055,27895,27370
41352,30390,29055,27895,27370
41353,30390,29055,27895,27370
41354,30390,29055,27930,27370
41355,30390,29055,27930,27370
41356,30390,29055,27930,27375
41357,30390,29055,27930,27375
41358,30390,29050,27930,27375
41359,30390,29050,27930,27375
41360,30390,29050,27930,27375
41361,30390,29050,27930,27375
41362,30390,29050,27930,27375
41363,30390,29050,27930,27375
41364,30390,29050,27930,27370
41365,30390,29050,27930,27370
41366,30390,29050,27930,27370
41367,30390,29050,27930,27370
41368,30390,29050,27930,27370
41369,30390,29050,27930,27370
41370,30390,29050,27930,27370
41371,30390,29050,27930,27370
41372,30390,29050,27930,27370
41373,30395,29050,27935,27370
41374,30395,29050,27935,27370
41375,30395,29050,27935,27370
41376,30395,29050,27935,27370
41377,30395,29050,27935,27370
41378,30430,29050,27930,27365
41379,30430,29050,27930,27365
41380,30430,29050,27930,27365
41381,30430,29050,27930,27365
41382,30430,29050,27930,27365
41383,30430,29050,27930,27365
41384,30430,29050,27930,27365
41385,30430,29050,27930,27365
41386,30430,29050,27930,27365
41387,30430,29050,27925,27365
41388,30430,29050,27925,27365
41389,30430,29050,27925,27360
41390,30430,29050,27920,27360
41391,30430,29050,27920,27360
41392,30430,29050,27920,27360
41393,30430,29050,27920,27360
41394,30430,29050,27920,27360
41395,30430,29050,27920,27360
41396,30430,29050,27920,27360
41397,30430,29050,27920,27360
41398,30430,29050,27920,27360
41399,30430,29050,27920,27360
41400,30430,29050,27920,27360
41401,30430,29050,27920,27360
41402,30430,29050,27920,27360
41403,30430,29050,27920,27360
41404,30430,29050,27920,27360
41405,30430,29050,27920,27360
41406,30430,29050,27920,27360
41407,30430,29050,27955,27355
41408,30430,29050,27955,27355
41409,30430,29050,27955,27360
41410,30430,29050,27955,27360
41411,30430,29050,27955,27360
41412,30430,29050,27955,27360
41413,30430,29050,27955,27360
41414,30430,29050,27955,27360
41415,30430,29050,27955,27360
41416,30430,29050,27955,27360
41417,30430,29050,27955,27360
41418,30430,29050,27950,27360
41419,30430,29050,27950,27360
41420,30430,29050,27950,27360
41421,30430,29050,27950,27360
41422,30430,29050,27950,27360
41423,30430,29050,27950,27360
41424,30430,29050,27950,27360
41425,30430,29050,27950,27360
41426,30430,29050,27950,27360
41427,30430,29050,27950,27360
41428,30430,29055,27950,27360
41429,30430,29055,27945,27360
41430,30430,29055,27945,27360
41431,30430,29055,27945,27360
41432,30435,29055,27945,27360
41433,30435,29055,27945,27360
41434,30435,29055,27945,27360
41435,30435,29055,27945,27360
41436,30435,29055,27945,27360
41437,30435,29055,27945,27360
41438,30435,29055,27945,27360
41439,30435,29055,27945,27360
41440,30435,29055,27945,27360
41441,30435,29055,27945,27360
41442,30435,29055,27945,27360
41443,30435,29055,27945,27360
41444,30435,29055,27945,27360
41445,30435,29055,27945,27360
41446,30435,29055,27945,27360
41447,30435,29055,27945,27360
41448,30435,29055,27945,27360
41449,30435,29055,27945,27360
41450,30435,29055,27945,27395
41451,30435,29055,27945,27395
41452,30435,29055,27945,27395
41453,30435,29055,27945,27395
41454,30435,29055,27945,27395
41455,30435,29055,27945,27395
41456,30435,29055,27945,27395
41457,30435,29055,27945,27395
41458,30435,29055,27945,27395
41459,30435,29055,27945,27430
41460,30435,29055,27980,27430
41461,30435,29055,27980,27430
41462,30430,29055,27980,27430
41463,30430,29055,27980,27430
41464,30430,29055,27980,27430
41465,30430,29055,27980,27430
41466,30430,29055,27980,27465
41467,30430,29055,27980,27465
41468,30430,29055,27980,27465
41469,30430,29055,28015,27465
41470,30430,29055,28015,27465
41471,30430,29055,28015,27465
41472,30430,29055,28015,27465
41473,30430,29055,28015,27465
41474,30430,29055,28015,27465
41475,30430,29055,28015,27470
41476,30430,29055,28015,27470
41477,30430,29055,28015,27470
41478,30430,29055,28015,27470
41479,30430,29055,28015,27470
41480,30430,29055,28015,27470
41481,30430,29055,28015,27470
41482,30430,29055,28015,27470
41483,30430,29055,28015,27470
41484,30430,29055,28015,27470
41485,30430,29055,28015,27470
41486,30465,29055,28015,27470
41487,30500,29055,28015,27505
41488,30500,29055,28015,27505
41489,30500,29055,28015,27505
41490,30500,29055,28015,27505
41491,30535,29055,28015,27505
41492,30535,29055,28015,27505
41493,30535,29055,28015,27505
41494,30535,29055,28015,27505
41495,30535,29055,28015,27505
41496,30535,29055,28015,27505
41497,30535,29055,28015,27505
41498,30535,29055,28015,27505
41499,30535,29055,28015,27505
41500,30535,29050,28015,27505
41501,30535,29050,28015,27505
41502,30535,29050,28015,27505
41503,30535,29050,28015,27505
41504,30535,29050,28015,27505
41505,30535,29050,28015,27505
41506,30535,29050,28015,27505
41507,30535,29050,28015,27500
41508,30530,29050,28050,27500
41509,30530,29050,28050,27500
41510,30530,29050,28050,27500
41511,30530,29050,28050,27500
41512,30530,29050,28050,27500
41513,30530,29050,28085,27500
41514,30530,29050,28080,27500
41515,30530,29050,28080,27500
41516,30530,29050,28080,27500
41517,30530,29050,28080,27500
41518,30530,29050,28080,27500
41519,30530,29050,28080,27500
41520,30530,29050,28080,27500
41521,30530,29050,28080,27500
41522,30530,29050,28080,27500
41523,30530,29050,28080,27500
41524,30530,29050,28080,27500
41525,30530,29050,28080,27500
41526,30530,29050,28080,27500
41527,30530,29050,28080,27500
41528,30530,29050,28080,27500
41529,30530,29050,28080,27500
41530,30530,29050,28080,27500
41531,30530,29050,28080,27500
41532,30530,29050,28080,27500
41533,30530,29050,28080,27500
41534,30530,29050,28080,27500
41535,30530,29050,28080,27500
41536,30530,29050,28080,27535
41537,30530,29050,28080,27570
41538,30530,29050,28080,27570
41539,30530,29050,28080,27565
41540,30530,29050,28080,27565
41541,30530,29050,28080,27565
41542,30530,29050,28080,27565
41543,30525,29050,28080,27565
41544,30525,29050,28080,27565
41545,30525,29050,28080,27565
41546,30525,29050,28085,27565
41547,30525,29050,28085,27565
41548,30520,29050,28085,27600
41549,30520,29085,28085,27600
41550,30520,29085,28085,27600
41551,30520,29085,28085,27600
41552,30520,29085,28085,27600
41553,30520,29085,28120,27600
41554,30520,29085,28120,27600
41555,30520,29085,28120,27600
41556,30520,29085,28120,27600
41557,30520,29085,28155,27600
41558,30520,29085,28155,27600
41559,30520,29120,28155,27600
41560,30520,29120,28155,27600
41561,30520,29120,28155,27600
41562,30520,29120,28155,27600
41563,30520,29120,28155,27600
41564,30520,29120,28155,27600
41565,30520,29120,28155,27600
41566,30520,29120,28155,27600
41567,30520,29120,28155,27600
41568,30525,29120,28155,27600
41569,30525,29120,28155,27600
41570,30525,29120,28155,27600
41571,30525,29120,28155,27600
41572,30525,29120,28155,27600
41573,30525,29120,28155,27600
41574,30525,29120,28155,27600
41575,30525,29120,28155,27600
41576,30525,29120,28155,27600
41577,30525,29120,28155,27600
41578,30525,29120,28155,27600
41579,30525,29120,28155,27600
41580,30525,29120,28155,27600
41581,30560,29120,28155,27600
41582,30560,29120,28155,27600
41583,30560,29120,28150,27600
41584,30560,29120,28150,27600
41585,30560,29120,28150,27600
41586,30560,29120,28150,27600
41587,30560,29120,28150,27600
41588,30560,29120,28150,27600
41589,30560,29120,28150,27600
41590,30560,29120,28150,27600
41591,30560,29120,28150,27605
41592,30560,29115,28150,27605
41593,30560,29115,28150,27605
41594,30560,29115,28150,27605
41595,30560,29115,28150,27605
41596,30560,29115,28150,27605
41597,30560,29115,28150,27605
41598,30565,29115,28150,27605
41599,30565,29115,28150,27605
41600,30565,29115,28150,27605
41601,30565,29115,28150,27605
41602,30560,29115,28150,27605
41603,30560,29115,28150,27600
41604,30560,29115,28150,27600
41605,30560,29115,28150,27600
41606,30560,29115,28150,27600
41607,30560,29115,28150,27600
41608,30560,29115,28150,27600
41609,30560,29115,28150,27600
41610,30560,29115,28150,27600
41611,30560,29115,28150,27600
41612,30555,29115,28185,27600
41613,30555,29115,28185,27600
41614,30555,29115,28185,27600
41615,30555,29115,28185,27600
41616,30555,29115,28185,27600
